"","ctryname","cowcode2","politycode","un_region_name","un_continent_name","ehead","democracy","leaderspelldem","begindateleaderdem","enddateleaderdem","tenuredem","rightcensdem","coldwar"
"1237","Netherlands",210,210,"Western Europe","Europe","Rudolphus Lubbers","Democracy","Rudolphus Lubbers.Netherlands.1982.1993.Democracy",1990,1993,4,1,FALSE
"1238","Netherlands",210,210,"Western Europe","Europe","Wim Kok","Democracy","Wim Kok.Netherlands.1994.2001.Democracy",1994,2001,8,1,FALSE
"1239","Netherlands",210,210,"Western Europe","Europe","Jan Peter Balkenende","Democracy","Jan Peter Balkenende.Netherlands.2002.2008.Democracy",2002,2008,7,0,FALSE
"1240","New Zealand",920,920,"Australia and New Zealand","Oceania","Peter Fraser","Democracy","Peter Fraser.New Zealand.1946.1948.Democracy",1940,1945,6,1,FALSE
"1241","New Zealand",920,920,"Australia and New Zealand","Oceania","Peter Fraser","Democracy","Peter Fraser.New Zealand.1946.1948.Democracy",1946,1948,3,1,TRUE
"1242","New Zealand",920,920,"Australia and New Zealand","Oceania","Sidney Holland","Democracy","Sidney Holland.New Zealand.1949.1956.Democracy",1949,1956,8,1,TRUE
"1243","New Zealand",920,920,"Australia and New Zealand","Oceania","Walter Nash","Democracy","Walter Nash.New Zealand.1957.1959.Democracy",1957,1959,3,1,TRUE
"1244","New Zealand",920,920,"Australia and New Zealand","Oceania","Keith Holyoake","Democracy","Keith Holyoake.New Zealand.1960.1971.Democracy",1960,1971,12,1,TRUE
"1245","New Zealand",920,920,"Australia and New Zealand","Oceania","Norman Kirk","Democracy","Norman Kirk.New Zealand.1972.1973.Democracy",1972,1973,2,0,TRUE
"1246","New Zealand",920,920,"Australia and New Zealand","Oceania","Wallace Rowling","Democracy","Wallace Rowling.New Zealand.1974.1974.Democracy",1974,1974,1,1,TRUE
"1247","New Zealand",920,920,"Australia and New Zealand","Oceania","Robert Muldoon","Democracy","Robert Muldoon.New Zealand.1975.1983.Democracy",1975,1983,9,1,TRUE
"1248","New Zealand",920,920,"Australia and New Zealand","Oceania","David Lange","Democracy","David Lange.New Zealand.1984.1988.Democracy",1984,1988,5,1,TRUE
"1249","New Zealand",920,920,"Australia and New Zealand","Oceania","Geoffrey Palmer","Democracy","Geoffrey Palmer.New Zealand.1989.1989.Democracy",1989,1989,1,1,TRUE
"1250","New Zealand",920,920,"Australia and New Zealand","Oceania","Geoffrey Palmer","Democracy","Geoffrey Palmer.New Zealand.1989.1989.Democracy",1989,1989,1,1,FALSE
"1251","New Zealand",920,920,"Australia and New Zealand","Oceania","Jim Bolger","Democracy","Jim Bolger.New Zealand.1990.1996.Democracy",1990,1996,7,1,FALSE
"1252","New Zealand",920,920,"Australia and New Zealand","Oceania","Jenny Shipley","Democracy","Jenny Shipley.New Zealand.1997.1998.Democracy",1997,1998,2,1,FALSE
"1253","New Zealand",920,920,"Australia and New Zealand","Oceania","Helen Elizabeth Clark","Democracy","Helen Elizabeth Clark.New Zealand.1999.2007.Democracy",1999,2007,9,1,FALSE
"1254","New Zealand",920,920,"Australia and New Zealand","Oceania","John Phillip Key","Democracy","John Phillip Key.New Zealand.2008.2008.Democracy",2008,2008,1,0,FALSE
"1255","Nicaragua",93,93,"Central America","Americas","Anastasio Somoza Garcia","Non-democracy","Anastasio Somoza Garcia.Nicaragua.1946.1955.Non-democracy",1937,1945,9,0,FALSE
"1256","Nicaragua",93,93,"Central America","Americas","Anastasio Somoza Garcia","Non-democracy","Anastasio Somoza Garcia.Nicaragua.1946.1955.Non-democracy",1946,1955,10,0,TRUE
"1257","Nicaragua",93,93,"Central America","Americas","Luis Somoza Debayle","Non-democracy","Luis Somoza Debayle.Nicaragua.1956.1966.Non-democracy",1956,1966,11,1,TRUE
"1258","Nicaragua",93,93,"Central America","Americas","Anastasio Somoza Debayle","Non-democracy","Anastasio Somoza Debayle.Nicaragua.1967.1978.Non-democracy",1967,1978,12,1,TRUE
"1259","Nicaragua",93,93,"Central America","Americas","Daniel Ortega Saavedra","Non-democracy","Daniel Ortega Saavedra.Nicaragua.1979.1983.Non-democracy",1979,1983,5,1,TRUE
"1260","Nicaragua",93,93,"Central America","Americas","Daniel Ortega Saavedra","Democracy","Daniel Ortega Saavedra.Nicaragua.1984.1989.Democracy",1984,1989,6,1,TRUE
"1261","Nicaragua",93,93,"Central America","Americas","Violeta Barrios de Chamorro","Democracy","Violeta Barrios de Chamorro.Nicaragua.1990.1996.Democracy",1990,1996,7,1,FALSE
"1262","Nicaragua",93,93,"Central America","Americas","Jose Arnoldo Aleman Lacayo","Democracy","Jose Arnoldo Aleman Lacayo.Nicaragua.1997.2001.Democracy",1997,2001,5,1,FALSE
"1263","Nicaragua",93,93,"Central America","Americas","Enrique Bolanos Geyer","Democracy","Enrique Bolanos Geyer.Nicaragua.2002.2006.Democracy",2002,2006,5,1,FALSE
"1264","Nicaragua",93,93,"Central America","Americas","Josï¿½ Daniel Ortega Saavedra","Democracy","Josï¿½ Daniel Ortega Saavedra.Nicaragua.2007.2008.Democracy",2007,2008,2,0,FALSE
"1265","Niger",436,436,"Western Africa","Africa","Hamani Diori","Non-democracy","Hamani Diori.Niger.1960.1973.Non-democracy",1958,1973,16,1,TRUE
"1266","Niger",436,436,"Western Africa","Africa","Seyni Kountche","Non-democracy","Seyni Kountche.Niger.1974.1986.Non-democracy",1974,1986,13,0,TRUE
"1267","Niger",436,436,"Western Africa","Africa","Ali Saibou","Non-democracy","Ali Saibou.Niger.1987.1992.Non-democracy",1987,1989,3,1,TRUE
"1268","Niger",436,436,"Western Africa","Africa","Ali Saibou","Non-democracy","Ali Saibou.Niger.1987.1992.Non-democracy",1990,1992,3,1,FALSE
"1269","Niger",436,436,"Western Africa","Africa","Mahamadou Issoufou","Democracy","Mahamadou Issoufou.Niger.1993.1993.Democracy",1993,1993,1,1,FALSE
"1270","Niger",436,436,"Western Africa","Africa","Abdoulaye Souley","Democracy","Abdoulaye Souley.Niger.1994.1994.Democracy",1994,1994,1,1,FALSE
"1271","Niger",436,436,"Western Africa","Africa","Hama Amadou","Democracy","Hama Amadou.Niger.1995.1995.Democracy",1995,1995,1,1,FALSE
"1272","Niger",436,436,"Western Africa","Africa","Ibrahim Bare Mainassara","Non-democracy","Ibrahim Bare Mainassara.Niger.1996.1998.Non-democracy",1996,1998,3,0,FALSE
"1273","Niger",436,436,"Western Africa","Africa","Dauoda Malam Wankï¿½","Non-democracy","Dauoda Malam Wankï¿½.Niger.1999.1999.Non-democracy",1999,1999,1,1,FALSE
"1274","Niger",436,436,"Western Africa","Africa","Hama Amadou","Democracy","Hama Amadou.Niger.2000.2006.Democracy",2000,2006,7,1,FALSE
"1275","Niger",436,436,"Western Africa","Africa","Seyni Oumarou","Democracy","Seyni Oumarou.Niger.2007.2008.Democracy",2007,2008,2,0,FALSE
"1276","Nigeria",475,475,"Western Africa","Africa","Abubakar Tafawa Balewa","Democracy","Abubakar Tafawa Balewa.Nigeria.1960.1965.Democracy",1957,1965,9,0,TRUE
"1277","Nigeria",475,475,"Western Africa","Africa","Yakubu Gowon","Non-democracy","Yakubu Gowon.Nigeria.1966.1974.Non-democracy",1966,1974,9,1,TRUE
"1278","Nigeria",475,475,"Western Africa","Africa","Murtala Mohammed","Non-democracy","Murtala Mohammed.Nigeria.1975.1975.Non-democracy",1975,1975,1,0,TRUE
"1279","Nigeria",475,475,"Western Africa","Africa","Olusegun Obasanjo","Non-democracy","Olusegun Obasanjo.Nigeria.1976.1978.Non-democracy",1976,1978,3,1,TRUE
"1280","Nigeria",475,475,"Western Africa","Africa","Shehu Shagari","Democracy","Shehu Shagari.Nigeria.1979.1982.Democracy",1979,1982,4,1,TRUE
"1281","Nigeria",475,475,"Western Africa","Africa","Mohammed Buhari","Non-democracy","Mohammed Buhari.Nigeria.1983.1984.Non-democracy",1983,1984,2,1,TRUE
"1282","Nigeria",475,475,"Western Africa","Africa","Ibrahim Babangida","Non-democracy","Ibrahim Babangida.Nigeria.1985.1992.Non-democracy",1985,1989,5,1,TRUE
"1283","Nigeria",475,475,"Western Africa","Africa","Ibrahim Babangida","Non-democracy","Ibrahim Babangida.Nigeria.1985.1992.Non-democracy",1990,1992,3,1,FALSE
"1284","Nigeria",475,475,"Western Africa","Africa","Sani Abacha","Non-democracy","Sani Abacha.Nigeria.1993.1997.Non-democracy",1993,1997,5,0,FALSE
"1285","Nigeria",475,475,"Western Africa","Africa","Abdulsalami Abubakar","Non-democracy","Abdulsalami Abubakar.Nigeria.1998.1998.Non-democracy",1998,1998,1,1,FALSE
"1286","Nigeria",475,475,"Western Africa","Africa","Olusegun Obasanjo","Democracy","Olusegun Obasanjo.Nigeria.1999.2006.Democracy",1999,2006,8,1,FALSE
"1287","Nigeria",475,475,"Western Africa","Africa","Umaru Musa Yar'Adua","Democracy","Umaru Musa Yar'Adua.Nigeria.2007.2008.Democracy",2007,2008,2,0,FALSE
"1288","North Korea",731,731,"Eastern Asia","Asia","Kim Il Sung","Non-democracy","Kim Il Sung.North Korea.1948.1993.Non-democracy",1948,1989,42,0,TRUE
"1289","North Korea",731,731,"Eastern Asia","Asia","Kim Il Sung","Non-democracy","Kim Il Sung.North Korea.1948.1993.Non-democracy",1990,1993,4,0,FALSE
"1290","North Korea",731,731,"Eastern Asia","Asia","Kim Jong Il","Non-democracy","Kim Jong Il.North Korea.1994.2008.Non-democracy",1994,2008,15,0,FALSE
"1291","Norway",385,385,"Northern Europe","Europe","Einar Gerhardsen","Democracy","Einar Gerhardsen.Norway.1946.1950.Democracy",1945,1945,1,1,FALSE
"1292","Norway",385,385,"Northern Europe","Europe","Einar Gerhardsen","Democracy","Einar Gerhardsen.Norway.1946.1950.Democracy",1946,1950,5,1,TRUE
"1293","Norway",385,385,"Northern Europe","Europe","Oscar Torp","Democracy","Oscar Torp.Norway.1951.1954.Democracy",1951,1954,4,1,TRUE
"1294","Norway",385,385,"Northern Europe","Europe","Einar Gerhardsen","Democracy","Einar Gerhardsen.Norway.1955.1964.Democracy",1955,1964,10,1,TRUE
"1295","Norway",385,385,"Northern Europe","Europe","Per Borten","Democracy","Per Borten.Norway.1965.1970.Democracy",1965,1970,6,1,TRUE
"1296","Norway",385,385,"Northern Europe","Europe","Trygve Bratteli","Democracy","Trygve Bratteli.Norway.1971.1971.Democracy",1971,1971,1,1,TRUE
"1297","Norway",385,385,"Northern Europe","Europe","Lars Korvald","Democracy","Lars Korvald.Norway.1972.1972.Democracy",1972,1972,1,1,TRUE
"1298","Norway",385,385,"Northern Europe","Europe","Trygve Bratteli","Democracy","Trygve Bratteli.Norway.1973.1975.Democracy",1973,1975,3,1,TRUE
"1299","Norway",385,385,"Northern Europe","Europe","Odvar Nordli","Democracy","Odvar Nordli.Norway.1976.1980.Democracy",1976,1980,5,1,TRUE
"1300","Norway",385,385,"Northern Europe","Europe","Kare Isaachsen Willoch","Democracy","Kare Isaachsen Willoch.Norway.1981.1985.Democracy",1981,1985,5,1,TRUE
"1301","Norway",385,385,"Northern Europe","Europe","Gro Harlem Brundtland","Democracy","Gro Harlem Brundtland.Norway.1986.1988.Democracy",1986,1988,3,1,TRUE
"1302","Norway",385,385,"Northern Europe","Europe","Jan Peder Syse","Democracy","Jan Peder Syse.Norway.1989.1989.Democracy",1989,1989,1,1,TRUE
"1303","Norway",385,385,"Northern Europe","Europe","Jan Peder Syse","Democracy","Jan Peder Syse.Norway.1989.1989.Democracy",1989,1989,1,1,FALSE
"1304","Norway",385,385,"Northern Europe","Europe","Gro Harlem Brundtland","Democracy","Gro Harlem Brundtland.Norway.1990.1995.Democracy",1990,1995,6,1,FALSE
"1305","Norway",385,385,"Northern Europe","Europe","Thorbjorn Jagland","Democracy","Thorbjorn Jagland.Norway.1996.1996.Democracy",1996,1996,1,1,FALSE
"1306","Norway",385,385,"Northern Europe","Europe","Kjell Magne Bondevik","Democracy","Kjell Magne Bondevik.Norway.1997.1999.Democracy",1997,1999,3,1,FALSE
"1307","Norway",385,385,"Northern Europe","Europe","Jena Stoltenberg","Democracy","Jena Stoltenberg.Norway.2000.2000.Democracy",2000,2000,1,1,FALSE
"1308","Norway",385,385,"Northern Europe","Europe","Kjell Magne Bondevik","Democracy","Kjell Magne Bondevik.Norway.2001.2004.Democracy",2001,2004,4,1,FALSE
"1309","Norway",385,385,"Northern Europe","Europe","Jens Stoltenberg","Democracy","Jens Stoltenberg.Norway.2005.2008.Democracy",2005,2008,4,0,FALSE
"1310","Oman",698,698,"Western Asia","Asia","Qabus ibn Sa'id","Non-democracy","Qabus ibn Sa'id.Oman.1970.2008.Non-democracy",1970,1989,20,0,TRUE
"1311","Oman",698,698,"Western Asia","Asia","Qabus ibn Sa'id","Non-democracy","Qabus ibn Sa'id.Oman.1970.2008.Non-democracy",1990,2008,19,0,FALSE
"1312","Pakistan",770,769,"Southern Asia","Asia","Liaquat Ali Khan","Democracy","Liaquat Ali Khan.Pakistan.1947.1950.Democracy",1947,1950,4,0,TRUE
"1313","Pakistan",770,769,"Southern Asia","Asia","Hwaja Nazim ad-Din","Democracy","Hwaja Nazim ad-Din.Pakistan.1951.1952.Democracy",1951,1952,2,1,TRUE
"1314","Pakistan",770,769,"Southern Asia","Asia","Mohammad Ali Bogra","Democracy","Mohammad Ali Bogra.Pakistan.1953.1954.Democracy",1953,1954,2,1,TRUE
"1315","Pakistan",770,769,"Southern Asia","Asia","Chauhdry Mohammad Ali","Democracy","Chauhdry Mohammad Ali.Pakistan.1955.1955.Democracy",1955,1955,1,1,TRUE
"1316","Pakistan",770,769,"Southern Asia","Asia","Iskander Ali Mirza","Democracy","Iskander Ali Mirza.Pakistan.1956.1957.Democracy",1956,1957,2,1,TRUE
"1317","Pakistan",770,769,"Southern Asia","Asia","Mohammad Ayub Khan","Non-democracy","Mohammad Ayub Khan.Pakistan.1958.1968.Non-democracy",1958,1968,11,1,TRUE
"1318","Pakistan",770,769,"Southern Asia","Asia","Agha Mohammad Yahya Khan","Non-democracy","Agha Mohammad Yahya Khan.Pakistan.1969.1970.Non-democracy",1969,1970,2,1,TRUE
"1319","Pakistan",770,769,"Southern Asia","Asia","Zulfikar Ali Bhutto","Non-democracy","Zulfikar Ali Bhutto.Pakistan.1971.1971.Non-democracy",1971,1971,1,1,TRUE
"1320","Pakistan",770,770,"Southern Asia","Asia","Zulfikar Ali Bhutto","Democracy","Zulfikar Ali Bhutto.Pakistan.1972.1976.Democracy",1972,1976,5,1,TRUE
"1321","Pakistan",770,770,"Southern Asia","Asia","Mohammad Zia-ul-Haq","Non-democracy","Mohammad Zia-ul-Haq.Pakistan.1977.1987.Non-democracy",1977,1987,11,0,TRUE
"1322","Pakistan",770,770,"Southern Asia","Asia","Benazir Bhutto","Democracy","Benazir Bhutto.Pakistan.1988.1989.Democracy",1988,1989,2,1,TRUE
"1323","Pakistan",770,770,"Southern Asia","Asia","Nawaz Sharif","Democracy","Nawaz Sharif.Pakistan.1990.1992.Democracy",1990,1992,3,1,FALSE
"1324","Pakistan",770,770,"Southern Asia","Asia","Benazir Bhutto","Democracy","Benazir Bhutto.Pakistan.1993.1995.Democracy",1993,1995,3,1,FALSE
"1325","Pakistan",770,770,"Southern Asia","Asia","Miraj Khalid","Democracy","Miraj Khalid.Pakistan.1996.1996.Democracy",1996,1996,1,1,FALSE
"1326","Pakistan",770,770,"Southern Asia","Asia","Nawaz Sharif","Democracy","Nawaz Sharif.Pakistan.1997.1998.Democracy",1997,1998,2,1,FALSE
"1327","Pakistan",770,770,"Southern Asia","Asia","Pervez Musharraf","Non-democracy","Pervez Musharraf.Pakistan.1999.2007.Non-democracy",1999,2007,9,1,FALSE
"1328","Pakistan",770,770,"Southern Asia","Asia","Yousaf Raza Gilani","Democracy","Yousaf Raza Gilani.Pakistan.2008.2008.Democracy",2008,2008,1,0,FALSE
"1329","Palau",986,986,"Micronesia","Oceania","Kuniwo Nakamura","Democracy","Kuniwo Nakamura.Palau.1994.2000.Democracy",1993,2000,8,1,FALSE
"1330","Palau",986,986,"Micronesia","Oceania","Tommy Esang Remengesau, Jr.","Democracy","Tommy Esang Remengesau, Jr..Palau.2001.2008.Democracy",2001,2008,8,0,FALSE
"1331","Panama",95,95,"Central America","Americas","Enrique Jimenez","Non-democracy","Enrique Jimenez.Panama.1946.1947.Non-democracy",1945,1945,1,1,FALSE
"1332","Panama",95,95,"Central America","Americas","Enrique Jimenez","Non-democracy","Enrique Jimenez.Panama.1946.1947.Non-democracy",1946,1947,2,1,TRUE
"1333","Panama",95,95,"Central America","Americas","Domingo Diaz Arosemena","Non-democracy","Domingo Diaz Arosemena.Panama.1948.1948.Non-democracy",1948,1948,1,1,TRUE
"1334","Panama",95,95,"Central America","Americas","Arnulfo Arias Madrid","Democracy","Arnulfo Arias Madrid.Panama.1949.1950.Democracy",1949,1950,2,1,TRUE
"1335","Panama",95,95,"Central America","Americas","military","Non-democracy","military.Panama.1951.1951.Non-democracy",1951,1951,1,1,TRUE
"1336","Panama",95,95,"Central America","Americas","Jose Remon Cantero","Democracy","Jose Remon Cantero.Panama.1952.1954.Democracy",1952,1954,3,0,TRUE
"1337","Panama",95,95,"Central America","Americas","Ricardo Arias Espinosa","Democracy","Ricardo Arias Espinosa.Panama.1955.1955.Democracy",1955,1955,1,1,TRUE
"1338","Panama",95,95,"Central America","Americas","Ernesto de las Guardia","Democracy","Ernesto de las Guardia.Panama.1956.1959.Democracy",1956,1959,4,1,TRUE
"1339","Panama",95,95,"Central America","Americas","Roberto Chiari","Democracy","Roberto Chiari.Panama.1960.1963.Democracy",1960,1963,4,1,TRUE
"1340","Panama",95,95,"Central America","Americas","Marco Robles","Democracy","Marco Robles.Panama.1964.1967.Democracy",1964,1967,4,1,TRUE
"1341","Panama",95,95,"Central America","Americas","Omar Torrijos Herrera","Non-democracy","Omar Torrijos Herrera.Panama.1968.1980.Non-democracy",1968,1980,13,0,TRUE
"1342","Panama",95,95,"Central America","Americas","military","Non-democracy","military.Panama.1981.1982.Non-democracy",1981,1982,2,1,TRUE
"1343","Panama",95,95,"Central America","Americas","Gen. Manuel Antonio Noriega Morena","Non-democracy","Gen. Manuel Antonio Noriega Morena.Panama.1983.1988.Non-democracy",1983,1988,6,1,TRUE
"1344","Panama",95,95,"Central America","Americas","Guillermo Endara Galimany","Democracy","Guillermo Endara Galimany.Panama.1989.1993.Democracy",1989,1993,5,1,FALSE
"1345","Panama",95,95,"Central America","Americas","Ernesto Perez Balladares","Democracy","Ernesto Perez Balladares.Panama.1994.1998.Democracy",1994,1998,5,1,FALSE
"1346","Panama",95,95,"Central America","Americas","Mireya Elisa Moscoso de Arias","Democracy","Mireya Elisa Moscoso de Arias.Panama.1999.2003.Democracy",1999,2003,5,1,FALSE
"1347","Panama",95,95,"Central America","Americas","Martï¿½n Erasto Torrijos Espino","Democracy","Martï¿½n Erasto Torrijos Espino.Panama.2004.2008.Democracy",2004,2008,5,0,FALSE
"1348","Papua New Guinea",910,910,"Melanesia","Oceania","Michael Somare","Democracy","Michael Somare.Papua New Guinea.1975.1979.Democracy",1972,1979,8,1,TRUE
"1349","Papua New Guinea",910,910,"Melanesia","Oceania","Julius Chan","Democracy","Julius Chan.Papua New Guinea.1980.1981.Democracy",1980,1981,2,1,TRUE
"1350","Papua New Guinea",910,910,"Melanesia","Oceania","Michael Somare","Democracy","Michael Somare.Papua New Guinea.1982.1984.Democracy",1982,1984,3,1,TRUE
"1351","Papua New Guinea",910,910,"Melanesia","Oceania","Paias Wingti","Democracy","Paias Wingti.Papua New Guinea.1985.1987.Democracy",1985,1987,3,1,TRUE
"1352","Papua New Guinea",910,910,"Melanesia","Oceania","Rabbie Namaliu","Democracy","Rabbie Namaliu.Papua New Guinea.1988.1991.Democracy",1988,1989,2,1,TRUE
"1353","Papua New Guinea",910,910,"Melanesia","Oceania","Rabbie Namaliu","Democracy","Rabbie Namaliu.Papua New Guinea.1988.1991.Democracy",1990,1991,2,1,FALSE
"1354","Papua New Guinea",910,910,"Melanesia","Oceania","Paias Wingti","Democracy","Paias Wingti.Papua New Guinea.1992.1993.Democracy",1992,1993,2,1,FALSE
"1355","Papua New Guinea",910,910,"Melanesia","Oceania","Julius Chan","Democracy","Julius Chan.Papua New Guinea.1994.1996.Democracy",1994,1996,3,1,FALSE
"1356","Papua New Guinea",910,910,"Melanesia","Oceania","Bill Skate","Democracy","Bill Skate.Papua New Guinea.1997.1998.Democracy",1997,1998,2,1,FALSE
"1357","Papua New Guinea",910,910,"Melanesia","Oceania","Mekere Morauta","Democracy","Mekere Morauta.Papua New Guinea.1999.2001.Democracy",1999,2001,3,1,FALSE
"1358","Papua New Guinea",910,910,"Melanesia","Oceania","Michael Somare","Democracy","Michael Somare.Papua New Guinea.2002.2008.Democracy",2002,2008,7,0,FALSE
"1359","Paraguay",150,150,"South America","Americas","Higinio Morinigo","Non-democracy","Higinio Morinigo.Paraguay.1946.1947.Non-democracy",1940,1945,6,1,FALSE
"1360","Paraguay",150,150,"South America","Americas","Higinio Morinigo","Non-democracy","Higinio Morinigo.Paraguay.1946.1947.Non-democracy",1946,1947,2,1,TRUE
"1361","Paraguay",150,150,"South America","Americas","Juan Natalicio Gonzalez","Non-democracy","Juan Natalicio Gonzalez.Paraguay.1948.1948.Non-democracy",1948,1948,1,1,TRUE
"1362","Paraguay",150,150,"South America","Americas","Federico Chavez","Non-democracy","Federico Chavez.Paraguay.1949.1953.Non-democracy",1949,1953,5,1,TRUE
"1363","Paraguay",150,150,"South America","Americas","Alfredo Stroessner","Non-democracy","Alfredo Stroessner.Paraguay.1954.1988.Non-democracy",1954,1988,35,1,TRUE
"1364","Paraguay",150,150,"South America","Americas","Andres Rodriguez","Democracy","Andres Rodriguez.Paraguay.1989.1992.Democracy",1989,1992,4,1,FALSE
"1365","Paraguay",150,150,"South America","Americas","Juan Carlos Wasmosy","Democracy","Juan Carlos Wasmosy.Paraguay.1993.1997.Democracy",1993,1997,5,1,FALSE
"1366","Paraguay",150,150,"South America","Americas","Raul Cuba Grau","Democracy","Raul Cuba Grau.Paraguay.1998.1998.Democracy",1998,1998,1,1,FALSE
"1367","Paraguay",150,150,"South America","Americas","Luis Angel Gonzalez Macchi","Democracy","Luis Angel Gonzalez Macchi.Paraguay.1999.2002.Democracy",1999,2002,4,1,FALSE
"1368","Paraguay",150,150,"South America","Americas","ï¿½scar Nicanor Duarte Frutos","Democracy","ï¿½scar Nicanor Duarte Frutos.Paraguay.2003.2007.Democracy",2003,2007,5,1,FALSE
