order,ctryname,cowcode,un_region_name,un_continent_name,ehead,democracy,regime,leaderspellreg,tenurereg,edatereg,rightcensreg
1001,Mali,432,Western Africa,Africa,Amadou Toumani Toure,Non-democracy,Military Dict,Amadou Toumani Toure.Mali.1991.Military Dict,1,1991,1
1002,Mali,432,Western Africa,Africa,Younoussi Toure,Democracy,Mixed Dem,Younoussi Toure.Mali.1992.Mixed Dem,1,1992,1
1003,Mali,432,Western Africa,Africa,Abdoulaye Sekou Sow,Democracy,Mixed Dem,Abdoulaye Sekou Sow.Mali.1993.Mixed Dem,1,1993,1
1004,Mali,432,Western Africa,Africa,Ibrahima Boubacar Keita,Democracy,Mixed Dem,Ibrahima Boubacar Keita.Mali.1994.Mixed Dem,6,1994,1
1005,Mali,432,Western Africa,Africa,Mande Sidibe,Democracy,Mixed Dem,Mande Sidibe.Mali.2000.Mixed Dem,2,2000,1
1006,Mali,432,Western Africa,Africa,Ahmed Mohamed Ag Hamani,Democracy,Mixed Dem,Ahmed Mohamed Ag Hamani.Mali.2002.Mixed Dem,2,2002,1
1007,Mali,432,Western Africa,Africa,Ousmane Issoufi Maiga,Democracy,Mixed Dem,Ousmane Issoufi Maiga.Mali.2004.Mixed Dem,3,2004,1
1008,Mali,432,Western Africa,Africa,Modibo Sidibe,Democracy,Mixed Dem,Modibo Sidibe.Mali.2007.Mixed Dem,2,2007,0
1009,Malta,338,Southern Europe,Europe,George Borg Olivier,Democracy,Parliamentary Dem,George Borg Olivier.Malta.1964.Parliamentary Dem,7,1964,1
1010,Malta,338,Southern Europe,Europe,Dominic Mintoff,Democracy,Parliamentary Dem,Dominic Mintoff.Malta.1971.Parliamentary Dem,13,1971,1
1011,Malta,338,Southern Europe,Europe,Carmelo Mifsud-Bonnici,Democracy,Parliamentary Dem,Carmelo Mifsud-Bonnici.Malta.1984.Parliamentary Dem,3,1984,1
1012,Malta,338,Southern Europe,Europe,Eddie Fenech Adami,Democracy,Parliamentary Dem,Eddie Fenech Adami.Malta.1987.Parliamentary Dem,9,1987,1
1013,Malta,338,Southern Europe,Europe,Alfred Sant,Democracy,Parliamentary Dem,Alfred Sant.Malta.1996.Parliamentary Dem,2,1996,1
1014,Malta,338,Southern Europe,Europe,Eddie Fenech Adami,Democracy,Parliamentary Dem,Eddie Fenech Adami.Malta.1998.Parliamentary Dem,6,1998,1
1015,Malta,338,Southern Europe,Europe,Lawrence Gonzi,Democracy,Parliamentary Dem,Lawrence Gonzi.Malta.1990.Parliamentary Dem,5,2004,0
1016,Marshall Islands,983,Micronesia,Oceania,Amata Kabua,Democracy,Parliamentary Dem,Amata Kabua.Marshall Islands.1990.Parliamentary Dem,6,1990,0
1017,Marshall Islands,983,Micronesia,Oceania,Kunio Lemari,Democracy,Parliamentary Dem,Kunio Lemari.Marshall Islands.1996.Parliamentary Dem,1,1996,1
1018,Marshall Islands,983,Micronesia,Oceania,Imata Kabua,Democracy,Parliamentary Dem,Imata Kabua.Marshall Islands.1997.Parliamentary Dem,3,1997,1
1019,Marshall Islands,983,Micronesia,Oceania,Kessai Note,Democracy,Parliamentary Dem,Kessai Note.Marshall Islands.2000.Parliamentary Dem,8,2000,1
1020,Marshall Islands,983,Micronesia,Oceania,Litokwa Tomeing,Democracy,Parliamentary Dem,Litokwa Tomeing.Marshall Islands.2008.Parliamentary Dem,1,2008,0
1021,Mauritania,435,Western Africa,Africa,Moktar Ould Daddah,Non-democracy,Civilian Dict,Moktar Ould Daddah.Mauritania.1960.Civilian Dict,18,1960,1
1022,Mauritania,435,Western Africa,Africa,Mustapha Ould Salek,Non-democracy,Military Dict,Mustapha Ould Salek.Mauritania.1978.Military Dict,1,1978,1
1023,Mauritania,435,Western Africa,Africa,Mahmed Ould Louly,Non-democracy,Military Dict,Mahmed Ould Louly.Mauritania.1979.Military Dict,1,1979,1
1024,Mauritania,435,Western Africa,Africa,Mohammed Khouna Ould Haydalla,Non-democracy,Military Dict,Mohammed Khouna Ould Haydalla.Mauritania.1980.Military Dict,4,1980,1
1025,Mauritania,435,Western Africa,Africa,Moaouya Ould Sidi Ahmed Taya,Non-democracy,Military Dict,Moaouya Ould Sidi Ahmed Taya.Mauritania.1984.Military Dict,21,1984,1
1026,Mauritania,435,Western Africa,Africa,Ely Ould Mohamed Vall,Non-democracy,Military Dict,Ely Ould Mohamed Vall.Mauritania.2005.Military Dict,2,2005,1
1027,Mauritania,435,Western Africa,Africa,Zeine Ould Zeidane,Democracy,Mixed Dem,Zeine Ould Zeidane.Mauritania.2007.Mixed Dem,1,2007,1
1028,Mauritania,435,Western Africa,Africa,Mohamed Ould Abdel Aziz,Non-democracy,Military Dict,Mohamed Ould Abdel Aziz.Mauritania.2008.Military Dict,1,2008,0
1029,Mauritius,590,Eastern Africa,Africa,Seewoosagur Ramgoolam,Democracy,Parliamentary Dem,Seewoosagur Ramgoolam.Mauritius.1968.Parliamentary Dem,14,1968,1
1030,Mauritius,590,Eastern Africa,Africa,Anerood Jugnauth,Democracy,Parliamentary Dem,Anerood Jugnauth.Mauritius.1982.Parliamentary Dem,13,1982,1
1031,Mauritius,590,Eastern Africa,Africa,Navin Ramgoolam,Democracy,Parliamentary Dem,Navin Ramgoolam.Mauritius.1995.Parliamentary Dem,5,1995,1
1032,Mauritius,590,Eastern Africa,Africa,Anerood Jugnauth,Democracy,Parliamentary Dem,Anerood Jugnauth.Mauritius.2000.Parliamentary Dem,3,2000,1
1033,Mauritius,590,Eastern Africa,Africa,Paul Raymond Berenger,Democracy,Parliamentary Dem,Paul Raymond Berenger.Mauritius.2003.Parliamentary Dem,2,2003,1
1034,Mauritius,590,Eastern Africa,Africa,Navin(chandra) Ramgoolam,Democracy,Parliamentary Dem,Navin(chandra) Ramgoolam.Mauritius.2005.Parliamentary Dem,4,2005,0
1035,Mexico,70,Central America,Americas,Miguel Aleman,Non-democracy,Civilian Dict,Miguel Aleman.Mexico.1946.Civilian Dict,6,1946,1
1036,Mexico,70,Central America,Americas,Adolfo Ruiz Cortines,Non-democracy,Military Dict,Adolfo Ruiz Cortines.Mexico.1952.Military Dict,6,1952,1
1037,Mexico,70,Central America,Americas,Adolfo Lopez Mateos,Non-democracy,Civilian Dict,Adolfo Lopez Mateos.Mexico.1958.Civilian Dict,6,1958,1
1038,Mexico,70,Central America,Americas,Gustavo Diaz Ordaz,Non-democracy,Civilian Dict,Gustavo Diaz Ordaz.Mexico.1964.Civilian Dict,6,1964,1
1039,Mexico,70,Central America,Americas,Luis Echeverria Alvarez,Non-democracy,Civilian Dict,Luis Echeverria Alvarez.Mexico.1970.Civilian Dict,6,1970,1
1040,Mexico,70,Central America,Americas,Jose Lopez Portillo,Non-democracy,Civilian Dict,Jose Lopez Portillo.Mexico.1976.Civilian Dict,6,1976,1
1041,Mexico,70,Central America,Americas,Miguel de la Madrid,Non-democracy,Civilian Dict,Miguel de la Madrid.Mexico.1982.Civilian Dict,6,1982,1
1042,Mexico,70,Central America,Americas,Carlos Salinas de Gortari,Non-democracy,Civilian Dict,Carlos Salinas de Gortari.Mexico.1988.Civilian Dict,6,1988,1
1043,Mexico,70,Central America,Americas,Ernesto Zedillo,Non-democracy,Civilian Dict,Ernesto Zedillo.Mexico.1994.Civilian Dict,6,1994,1
1044,Mexico,70,Central America,Americas,Vicente Fox Quesada,Democracy,Presidential Dem,Vicente Fox Quesada.Mexico.2000.Presidential Dem,6,2000,1
1045,Mexico,70,Central America,Americas,Felipe de Jesï¿½s Calderï¿½n Hinojosa,Democracy,Presidential Dem,Felipe de Jesï¿½s Calderï¿½n Hinojosa.Mexico.1991.Presidential Dem,3,2006,0
1046,"Micronesia, Federated States of",987,Micronesia,Oceania,Bailey Olter,Democracy,Presidential Dem,"Bailey Olter.Micronesia, Federated States of.1991.Presidential Dem",5,1991,1
1047,"Micronesia, Federated States of",987,Micronesia,Oceania,Jacob Nena,Democracy,Presidential Dem,"Jacob Nena.Micronesia, Federated States of.1996.Presidential Dem",3,1996,1
1048,"Micronesia, Federated States of",987,Micronesia,Oceania,Leo Falcam,Democracy,Presidential Dem,"Leo Falcam.Micronesia, Federated States of.1999.Presidential Dem",4,1999,1
1049,"Micronesia, Federated States of",987,Micronesia,Oceania,Joseph J. Urusemal,Democracy,Presidential Dem,"Joseph J. Urusemal.Micronesia, Federated States of.2003.Presidential Dem",4,2003,1
1050,"Micronesia, Federated States of",987,Micronesia,Oceania,Manny Mori,Democracy,Presidential Dem,"Manny Mori.Micronesia, Federated States of.2007.Presidential Dem",2,2007,0
1051,Moldova,359,Eastern Europe,Europe,Mirecea Snegur,Democracy,Parliamentary Dem,Mirecea Snegur.Moldova.1991.Parliamentary Dem,5,1991,1
1052,Moldova,359,Eastern Europe,Europe,Andrei Sangheli,Democracy,Parliamentary Dem,Andrei Sangheli.Moldova.1996.Parliamentary Dem,1,1996,1
1053,Moldova,359,Eastern Europe,Europe,Ion Ciubuc,Democracy,Mixed Dem,Ion Ciubuc.Moldova.1997.Mixed Dem,2,1997,1
1054,Moldova,359,Eastern Europe,Europe,Dumitru Braghis,Democracy,Mixed Dem,Dumitru Braghis.Moldova.1999.Mixed Dem,1,1999,1
1055,Moldova,359,Eastern Europe,Europe,Dumitru Braghis,Democracy,Parliamentary Dem,Dumitru Braghis.Moldova.2000.Parliamentary Dem,1,2000,1
1056,Moldova,359,Eastern Europe,Europe,Vasile Tarlev,Democracy,Parliamentary Dem,Vasile Tarlev.Moldova.2001.Parliamentary Dem,7,2001,1
1057,Moldova,359,Eastern Europe,Europe,Zinaida Greceanii,Democracy,Parliamentary Dem,Zinaida Greceanii.Moldova.2008.Parliamentary Dem,1,2008,0
1058,Mongolia,712,Eastern Asia,Asia,Yumjaagiyn Tsedenbal,Non-democracy,Civilian Dict,Yumjaagiyn Tsedenbal.Mongolia.1946.Civilian Dict,8,1946,1
1059,Mongolia,712,Eastern Asia,Asia,Dashiyn Damba,Non-democracy,Civilian Dict,Dashiyn Damba.Mongolia.1954.Civilian Dict,4,1954,1
1060,Mongolia,712,Eastern Asia,Asia,Yumjaagiyn Tsedenbal,Non-democracy,Civilian Dict,Yumjaagiyn Tsedenbal.Mongolia.1958.Civilian Dict,26,1958,1
1061,Mongolia,712,Eastern Asia,Asia,Jambyn Batmounkh,Non-democracy,Civilian Dict,Jambyn Batmounkh.Mongolia.1984.Civilian Dict,6,1984,1
1062,Mongolia,712,Eastern Asia,Asia,Punsalmaagiyn Ochirbat,Democracy,Parliamentary Dem,Punsalmaagiyn Ochirbat.Mongolia.1990.Parliamentary Dem,2,1990,1
1063,Mongolia,712,Eastern Asia,Asia,Puntsagiyn Jasray,Democracy,Mixed Dem,Puntsagiyn Jasray.Mongolia.1992.Mixed Dem,4,1992,1
1064,Mongolia,712,Eastern Asia,Asia,Mendsayhany Enkhsaikhan,Democracy,Mixed Dem,Mendsayhany Enkhsaikhan.Mongolia.1996.Mixed Dem,2,1996,1
1065,Mongolia,712,Eastern Asia,Asia,Janlaviyn Narantsatsralt,Democracy,Mixed Dem,Janlaviyn Narantsatsralt.Mongolia.1998.Mixed Dem,1,1998,1
1066,Mongolia,712,Eastern Asia,Asia,Rinchinnyamiyn Amarjargal,Democracy,Mixed Dem,Rinchinnyamiyn Amarjargal.Mongolia.1999.Mixed Dem,1,1999,1
1067,Mongolia,712,Eastern Asia,Asia,Nambaryn Enkhbayar,Democracy,Mixed Dem,Nambaryn Enkhbayar.Mongolia.2000.Mixed Dem,4,2000,1
1068,Mongolia,712,Eastern Asia,Asia,Tsakhiagiyn Elbegdorj,Democracy,Mixed Dem,Tsakhiagiyn Elbegdorj.Mongolia.2004.Mixed Dem,2,2004,1
1069,Mongolia,712,Eastern Asia,Asia,Miyeegombo Enkhbold,Democracy,Mixed Dem,Miyeegombo Enkhbold.Mongolia.2006.Mixed Dem,1,2006,1
1070,Mongolia,712,Eastern Asia,Asia,Sanj Bayar,Democracy,Mixed Dem,Sanj Bayar.Mongolia.2007.Mixed Dem,2,2007,0
1071,Montenegro,341,Southern Europe,Europe,Filip Vujanovic,Non-democracy,Civilian Dict,Filip Vujanovic.Montenegro.2006.Civilian Dict,3,2006,0
1072,Morocco,600,Northern Africa,Africa,Muhammad V,Non-democracy,Monarchy,Muhammad V.Morocco.1956.Monarchy,5,1956,0
1073,Morocco,600,Northern Africa,Africa,Hassan II,Non-democracy,Monarchy,Hassan II.Morocco.1961.Monarchy,38,1961,0
1074,Morocco,600,Northern Africa,Africa,Muhammad VI,Non-democracy,Monarchy,Muhammad VI.Morocco.1999.Monarchy,10,1999,0
1075,Mozambique,541,Eastern Africa,Africa,Samora Machel,Non-democracy,Civilian Dict,Samora Machel.Mozambique.1975.Civilian Dict,11,1975,0
1076,Mozambique,541,Eastern Africa,Africa,Joaquim Chissano,Non-democracy,Civilian Dict,Joaquim Chissano.Mozambique.1986.Civilian Dict,19,1986,1
1077,Mozambique,541,Eastern Africa,Africa,Armando Emï¿½lio Guebuza,Non-democracy,Civilian Dict,Armando Emï¿½lio Guebuza.Mozambique.2005.Civilian Dict,4,2005,0
1078,Myanmar,775,South-Eastern Asia,Asia,U Nu,Democracy,Parliamentary Dem,U Nu.Myanmar.1948.Parliamentary Dem,8,1948,1
1079,Myanmar,775,South-Eastern Asia,Asia,U Ba Swe,Democracy,Parliamentary Dem,U Ba Swe.Myanmar.1956.Parliamentary Dem,1,1956,1
1080,Myanmar,775,South-Eastern Asia,Asia,U Nu,Democracy,Parliamentary Dem,U Nu.Myanmar.1957.Parliamentary Dem,1,1957,1
1081,Myanmar,775,South-Eastern Asia,Asia,Ne Win,Non-democracy,Military Dict,Ne Win.Myanmar.1958.Military Dict,2,1958,1
1082,Myanmar,775,South-Eastern Asia,Asia,U Nu,Democracy,Parliamentary Dem,U Nu.Myanmar.1960.Parliamentary Dem,2,1960,1
1083,Myanmar,775,South-Eastern Asia,Asia,Ne Win,Non-democracy,Military Dict,Ne Win.Myanmar.1962.Military Dict,26,1962,1
1084,Myanmar,775,South-Eastern Asia,Asia,Khin Nyunt,Non-democracy,Military Dict,Khin Nyunt.Myanmar.1988.Military Dict,4,1988,1
1085,Myanmar,775,South-Eastern Asia,Asia,Than Shwe,Non-democracy,Military Dict,Than Shwe.Myanmar.1992.Military Dict,17,1992,0
1086,Namibia,565,Southern Africa,Africa,Sam Nujoma,Non-democracy,Civilian Dict,Sam Nujoma.Namibia.1990.Civilian Dict,15,1990,1
1087,Namibia,565,Southern Africa,Africa,Hifikepunye Lucas Pohamba,Non-democracy,Civilian Dict,Hifikepunye Lucas Pohamba.Namibia.2005.Civilian Dict,4,2005,0
1088,Nauru,970,Micronesia,Oceania,Hammer DeRoburt,Democracy,Parliamentary Dem,Hammer DeRoburt.Nauru.1968.Parliamentary Dem,8,1968,1
1089,Nauru,970,Micronesia,Oceania,Bernard Dowiyogo,Democracy,Parliamentary Dem,Bernard Dowiyogo.Nauru.1976.Parliamentary Dem,2,1976,1
1090,Nauru,970,Micronesia,Oceania,Hammer DeRoburt,Democracy,Parliamentary Dem,Hammer DeRoburt.Nauru.1978.Parliamentary Dem,11,1978,1
1091,Nauru,970,Micronesia,Oceania,Bernard Dowiyoyo,Democracy,Parliamentary Dem,Bernard Dowiyoyo.Nauru.1989.Parliamentary Dem,6,1989,1
1092,Nauru,970,Micronesia,Oceania,Lagumot Harris,Democracy,Parliamentary Dem,Lagumot Harris.Nauru.1995.Parliamentary Dem,1,1995,1
1093,Nauru,970,Micronesia,Oceania,Rueben Kun,Democracy,Parliamentary Dem,Rueben Kun.Nauru.1996.Parliamentary Dem,1,1996,1
1094,Nauru,970,Micronesia,Oceania,Kinza Clodumar,Democracy,Parliamentary Dem,Kinza Clodumar.Nauru.1997.Parliamentary Dem,1,1997,1
1095,Nauru,970,Micronesia,Oceania,Bernard Dowiyoyo,Democracy,Parliamentary Dem,Bernard Dowiyoyo.Nauru.1998.Parliamentary Dem,1,1998,1
1096,Nauru,970,Micronesia,Oceania,Rene Harris,Democracy,Parliamentary Dem,Rene Harris.Nauru.1999.Parliamentary Dem,1,1999,1
1097,Nauru,970,Micronesia,Oceania,Bernard Dowiyoyo,Democracy,Parliamentary Dem,Bernard Dowiyoyo.Nauru.2000.Parliamentary Dem,1,2000,1
1098,Nauru,970,Micronesia,Oceania,Rene Harris,Democracy,Parliamentary Dem,Rene Harris.Nauru.2001.Parliamentary Dem,3,2001,1
1099,Nauru,970,Micronesia,Oceania,Ludwig Scotty,Democracy,Parliamentary Dem,Ludwig Scotty.Nauru.2004.Parliamentary Dem,3,2004,1
1100,Nauru,970,Micronesia,Oceania,Marcus Stephen,Democracy,Parliamentary Dem,Marcus Stephen.Nauru.2007.Parliamentary Dem,2,2007,0
1101,Nepal,790,Southern Asia,Asia,Padma Shumshere Rana,Non-democracy,Civilian Dict,Padma Shumshere Rana.Nepal.1946.Civilian Dict,2,1946,1
1102,Nepal,790,Southern Asia,Asia,Mohan Shumshere Rana,Non-democracy,Civilian Dict,Mohan Shumshere Rana.Nepal.1948.Civilian Dict,3,1948,1
1103,Nepal,790,Southern Asia,Asia,Tribhuwan Bir Bikram Shah Deva,Non-democracy,Monarchy,Tribhuwan Bir Bikram Shah Deva.Nepal.1951.Monarchy,4,1951,0
1104,Nepal,790,Southern Asia,Asia,Mahendra Bir Bikram Shah Deva,Non-democracy,Monarchy,Mahendra Bir Bikram Shah Deva.Nepal.1955.Monarchy,17,1955,0
1105,Nepal,790,Southern Asia,Asia,Birendra Bir Bikram Shah Deva,Non-democracy,Monarchy,Birendra Bir Bikram Shah Deva.Nepal.1972.Monarchy,18,1972,1
1106,Nepal,790,Southern Asia,Asia,Birendra Bir Bikram Shah Deva,Democracy,Parliamentary Dem,Birendra Bir Bikram Shah Deva.Nepal.1990.Parliamentary Dem,1,1990,1
1107,Nepal,790,Southern Asia,Asia,Girija Prasad Koirala,Democracy,Parliamentary Dem,Girija Prasad Koirala.Nepal.1991.Parliamentary Dem,3,1991,1
1108,Nepal,790,Southern Asia,Asia,Man Mohan Adhikari,Democracy,Parliamentary Dem,Man Mohan Adhikari.Nepal.1994.Parliamentary Dem,1,1994,1
1109,Nepal,790,Southern Asia,Asia,Sher Bahadur Deuba,Democracy,Parliamentary Dem,Sher Bahadur Deuba.Nepal.1995.Parliamentary Dem,2,1995,1
1110,Nepal,790,Southern Asia,Asia,Surya Bahadur Thapa,Democracy,Parliamentary Dem,Surya Bahadur Thapa.Nepal.1997.Parliamentary Dem,1,1997,1
1111,Nepal,790,Southern Asia,Asia,Girija Prasad Koirala,Democracy,Parliamentary Dem,Girija Prasad Koirala.Nepal.1998.Parliamentary Dem,1,1998,1
1112,Nepal,790,Southern Asia,Asia,Krishna Prasad Bhattarai,Democracy,Parliamentary Dem,Krishna Prasad Bhattarai.Nepal.1999.Parliamentary Dem,1,1999,1
1113,Nepal,790,Southern Asia,Asia,Girija Prasad Koirala,Democracy,Parliamentary Dem,Girija Prasad Koirala.Nepal.2000.Parliamentary Dem,1,2000,1
1114,Nepal,790,Southern Asia,Asia,Sher Bahadur Deuba,Democracy,Parliamentary Dem,Sher Bahadur Deuba.Nepal.2001.Parliamentary Dem,1,2001,1
1115,Nepal,790,Southern Asia,Asia,Gyanendra Bir Bikram Shah Deva,Non-democracy,Monarchy,Gyanendra Bir Bikram Shah Deva.Nepal.2002.Monarchy,6,2002,1
1116,Nepal,790,Southern Asia,Asia,Pushpa Kamal Dahal,Democracy,Parliamentary Dem,Pushpa Kamal Dahal.Nepal.1946.Parliamentary Dem,1,2008,0
1117,Netherlands,210,Western Europe,Europe,Louis Beel,Democracy,Parliamentary Dem,Louis Beel.Netherlands.1946.Parliamentary Dem,2,1946,1
1118,Netherlands,210,Western Europe,Europe,Willem Drees,Democracy,Parliamentary Dem,Willem Drees.Netherlands.1948.Parliamentary Dem,10,1948,1
1119,Netherlands,210,Western Europe,Europe,Louis Beel,Democracy,Parliamentary Dem,Louis Beel.Netherlands.1958.Parliamentary Dem,1,1958,1
1120,Netherlands,210,Western Europe,Europe,Jan de Quay,Democracy,Parliamentary Dem,Jan de Quay.Netherlands.1959.Parliamentary Dem,4,1959,1
1121,Netherlands,210,Western Europe,Europe,Victor Marijnen,Democracy,Parliamentary Dem,Victor Marijnen.Netherlands.1963.Parliamentary Dem,2,1963,1
1122,Netherlands,210,Western Europe,Europe,Joseph Cals,Democracy,Parliamentary Dem,Joseph Cals.Netherlands.1965.Parliamentary Dem,2,1965,1
1123,Netherlands,210,Western Europe,Europe,Petrus de Jong,Democracy,Parliamentary Dem,Petrus de Jong.Netherlands.1967.Parliamentary Dem,4,1967,1
1124,Netherlands,210,Western Europe,Europe,Barend Biesheuvel,Democracy,Parliamentary Dem,Barend Biesheuvel.Netherlands.1971.Parliamentary Dem,2,1971,1
1125,Netherlands,210,Western Europe,Europe,Johannes den Uyl,Democracy,Parliamentary Dem,Johannes den Uyl.Netherlands.1973.Parliamentary Dem,4,1973,1
1126,Netherlands,210,Western Europe,Europe,Andreas van Agt,Democracy,Parliamentary Dem,Andreas van Agt.Netherlands.1977.Parliamentary Dem,5,1977,1
1127,Netherlands,210,Western Europe,Europe,Rudolphus Lubbers,Democracy,Parliamentary Dem,Rudolphus Lubbers.Netherlands.1982.Parliamentary Dem,12,1982,1
1128,Netherlands,210,Western Europe,Europe,Wim Kok,Democracy,Parliamentary Dem,Wim Kok.Netherlands.1994.Parliamentary Dem,8,1994,1
1129,Netherlands,210,Western Europe,Europe,Jan Peter Balkenende,Democracy,Parliamentary Dem,Jan Peter Balkenende.Netherlands.1946.Parliamentary Dem,7,2002,0
1130,New Zealand,920,Australia and New Zealand,Oceania,Peter Fraser,Democracy,Parliamentary Dem,Peter Fraser.New Zealand.1946.Parliamentary Dem,3,1946,1
1131,New Zealand,920,Australia and New Zealand,Oceania,Sidney Holland,Democracy,Parliamentary Dem,Sidney Holland.New Zealand.1949.Parliamentary Dem,8,1949,1
1132,New Zealand,920,Australia and New Zealand,Oceania,Walter Nash,Democracy,Parliamentary Dem,Walter Nash.New Zealand.1957.Parliamentary Dem,3,1957,1
1133,New Zealand,920,Australia and New Zealand,Oceania,Keith Holyoake,Democracy,Parliamentary Dem,Keith Holyoake.New Zealand.1960.Parliamentary Dem,12,1960,1
1134,New Zealand,920,Australia and New Zealand,Oceania,Norman Kirk,Democracy,Parliamentary Dem,Norman Kirk.New Zealand.1972.Parliamentary Dem,2,1972,0
1135,New Zealand,920,Australia and New Zealand,Oceania,Wallace Rowling,Democracy,Parliamentary Dem,Wallace Rowling.New Zealand.1974.Parliamentary Dem,1,1974,1
1136,New Zealand,920,Australia and New Zealand,Oceania,Robert Muldoon,Democracy,Parliamentary Dem,Robert Muldoon.New Zealand.1975.Parliamentary Dem,9,1975,1
1137,New Zealand,920,Australia and New Zealand,Oceania,David Lange,Democracy,Parliamentary Dem,David Lange.New Zealand.1984.Parliamentary Dem,5,1984,1
1138,New Zealand,920,Australia and New Zealand,Oceania,Geoffrey Palmer,Democracy,Parliamentary Dem,Geoffrey Palmer.New Zealand.1989.Parliamentary Dem,1,1989,1
1139,New Zealand,920,Australia and New Zealand,Oceania,Jim Bolger,Democracy,Parliamentary Dem,Jim Bolger.New Zealand.1990.Parliamentary Dem,7,1990,1
1140,New Zealand,920,Australia and New Zealand,Oceania,Jenny Shipley,Democracy,Parliamentary Dem,Jenny Shipley.New Zealand.1997.Parliamentary Dem,2,1997,1
1141,New Zealand,920,Australia and New Zealand,Oceania,Helen Elizabeth Clark,Democracy,Parliamentary Dem,Helen Elizabeth Clark.New Zealand.1999.Parliamentary Dem,9,1999,1
1142,New Zealand,920,Australia and New Zealand,Oceania,John Phillip Key,Democracy,Parliamentary Dem,John Phillip Key.New Zealand.2008.Parliamentary Dem,1,2008,0
1143,Nicaragua,93,Central America,Americas,Anastasio Somoza Garcia,Non-democracy,Military Dict,Anastasio Somoza Garcia.Nicaragua.1946.Military Dict,10,1946,0
1144,Nicaragua,93,Central America,Americas,Luis Somoza Debayle,Non-democracy,Civilian Dict,Luis Somoza Debayle.Nicaragua.1956.Civilian Dict,11,1956,1
1145,Nicaragua,93,Central America,Americas,Anastasio Somoza Debayle,Non-democracy,Military Dict,Anastasio Somoza Debayle.Nicaragua.1967.Military Dict,12,1967,1
1146,Nicaragua,93,Central America,Americas,Daniel Ortega Saavedra,Non-democracy,Civilian Dict,Daniel Ortega Saavedra.Nicaragua.1979.Civilian Dict,5,1979,1
1147,Nicaragua,93,Central America,Americas,Daniel Ortega Saavedra,Democracy,Presidential Dem,Daniel Ortega Saavedra.Nicaragua.1984.Presidential Dem,6,1984,1
1148,Nicaragua,93,Central America,Americas,Violeta Barrios de Chamorro,Democracy,Presidential Dem,Violeta Barrios de Chamorro.Nicaragua.1990.Presidential Dem,7,1990,1
1149,Nicaragua,93,Central America,Americas,Jose Arnoldo Aleman Lacayo,Democracy,Presidential Dem,Jose Arnoldo Aleman Lacayo.Nicaragua.1997.Presidential Dem,5,1997,1
1150,Nicaragua,93,Central America,Americas,Enrique Bolanos Geyer,Democracy,Presidential Dem,Enrique Bolanos Geyer.Nicaragua.2002.Presidential Dem,5,2002,1
1151,Nicaragua,93,Central America,Americas,Josï¿½ Daniel Ortega Saavedra,Democracy,Presidential Dem,Josï¿½ Daniel Ortega Saavedra.Nicaragua.2007.Presidential Dem,2,2007,0
1152,Niger,436,Western Africa,Africa,Hamani Diori,Non-democracy,Civilian Dict,Hamani Diori.Niger.1960.Civilian Dict,14,1960,1
1153,Niger,436,Western Africa,Africa,Seyni Kountche,Non-democracy,Military Dict,Seyni Kountche.Niger.1974.Military Dict,13,1974,0
